"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Tunisia","TUN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","935738","946712","896000","878317","910532","932787","968436","991908","1004144","1033638","1054027","1088822","1150580","1198447","1245262","1291490","1326541","1345921","1333490","1376519","1405665","1426215","1440960","1476329","1481759","1468998","1450916","1450164","1442904","1413795","1373904","1325707","1277124","1228347","1184301","1134414","1068822","1036445","1025044","1030109","1027970","1046671","1063291","1089220","1114883","1139314","",
"Turkey","TUR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","5011926","5099694","5243681","5324707","5377708","5463684","5499456","5454356","5570935","","5656494","5859711","6038169","6497308","6522438","6635858","6703528","6880304","6766829","6848083","6861711","6878923","6707725","6526356","6466648","","6389060","","6583231","6562090","6694754","6755124","6575666","6617912","6678265","6705994","6769452","6760145","6591608","6635156","6580999","6429549","5593910","5574916","5434150","","",
"Tuvalu","TUV","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","1008","","1016","1073","","","1255","","","1395","1432","","","","1419","1360","1517","1427","1283","1344","1404","1450","1460","","","","","","","","1421","1488","","",
"Tanzania","TZA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","856213","922083","1017942","1126165","1260103","1592396","1953348","2274167","2993371","3211568","3367644","3538183","3512799","3561410","3493469","3169759","3158839","3159726","3165113","3258601","3379000","3512347","3603488","3736734","3796830","3877643","3942888","4057965","4042568","4189816","4382410","4881588","5981338","6562772","7083063","7541208","7959884","8316925","8626825","8441553","8419305","8247172","8247172","8231913","8222667","8298282","","",
"Uganda","UGA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","729522","793530","783276","814673","878096","973604","1036920","1139413","1208915","1223850","1302377","1407158","1616791","1730300","1930298","2117000","2203824","2309000","2417000","2366666","2470000","2576537","2403845","2674965","2789573","2912473","3068626","5303564","5806385","6288239","6559013","6900916","7354153","7633314","7377292","7223879","7363721","7537971","7963979","8297774","8374648","8098177","8328643","8459336","","8264317","8655924","",
"Ukraine","UKR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","2425300","2338600","2239900","2167400","","2082300","2048300","2062600","2107800","2177400","2218876","2229500","2229800","2253600","2269100","2301900","","2518700","","2539500","2703794","2656561","2674319","2660695","","","2331614","2339118","2200098","2078699","2065348","2047085","1960512","1850734","1945715","1753689","1647847","1573458","1531943","1540282","1563396","1584382","1638497","1685030","1536578","1599250","",
"Upper middle income","UMC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","176089255.31132","182844236.79969","190874568.39766","206192099.40036","217911401.42378","228293614.71003","235672140.95886","237025542.52058","235029087.39878","237579388.84093","240521047.0867","241315318.92814","240581420.89877","237860421.54036","236610244.34569","237378563.5527","241106535.80076","236426059.55182","235422629.76603","234326045.51703","235842270.24022","234656790.25887","235229931.71187","236483928.24917","239311366.20322","247878255.25859","251179336.33999","252519195.72893","257902556.22851","255444460.18849","250783140.73542","242866117.08806","237835149.81737","232151911.72068","236803384.74961","221313595.34908","216337282.89425","214297533.78317","211923856.22901","208268187.6911","204801591.48004","202950787.65659","202297743.69718","204014107.80456","200017621.09666","202018893.38684","205452599.20386","",
"Uruguay","URY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","354096","359928","352209","353653","331047","322602","322942","324361","325888","326235","331247","387150","363179","350178","350390","356002","354883","354177","351984","350415","346416","340789","338020","338204","337889","341197","345573","364291","365297","366461","360834","359557","364858","365423","366205","365536","365388","359439","353560","348691","341885","","","327137","321779","316864","","",
"United States","USA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","22037000","21676000","21873000","21201000","20613000","20213000","19825000","19554000","19169000","20681000","20420000","20609000","20166000","19840000","19869000","20214000","20595000","","","22279000","22429000","","22976240","23212276","23823662","24045967","","24691431","24937931","24973176","25297600","24855480","24848518","24559494","24454602","24319033","24492041","24676574","24586434","24393002","24431662","24381923","24417652.72675","24538371","24785697.0405","","",
"Uzbekistan","UZB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","1391000","","","","","1612000","","","1651200","1711300","1777900","1715100","1769300","1852841","1901980","2451355","2497437","2528920","2569852","2601953","2597886","2567685","2513342","2451125","2383326","2277191","2164897","2071317","1995747","1970922","1948128","1955692","1981330","2033877","2134601","2260515","2391489",
"St. Vincent and the Grenadines","VCT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","28225","34521","","21664","20724","21854","","","","","","21497","","22454","","24561","22324","","","","22030","","","21386","","","","20135","19838","19183","19052","18130","18629","17536","17858","","15928","15532","14909","14435","13363","13811","13609","13427","13362","13179","",
"Venezuela, RB","VEN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1769680","1838314","1894206","1924040","1990123","2108413","2204074","2309173","2378601","2456815","2530263","2591051","2619844","2641380","2710333","2770520","2880333","2925663","2967110","3036219","3183729","3282472","3287287","","","3175566","3257337","","3261343","3327797","3423480","3506780","3449984","3453379","3449290","3452062","3521139","3439199","3461820","3457754","3466230","3486365","3519519","3493044","3476473","3383277","",
"British Virgin Islands","VGB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","2156","2033","2138","1868","2090","2096","","","2016","","1974","","2009","2054","2069","","","","","2244","2340","2443","2539","2502","2625","","","","2757","2783","2775","2811","2780","2824","2898","2923","3044","","3128","3201","3138","3164","3197","3277","3358","","",
"Virgin Islands (U.S.)","VIR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","11644","15302","15008","16004","16379","17997","16500","17000","","","12641","15904","16069","15758","15308","14948","","","","","14319","14400","14544","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","7403715","7722524","7784587","7337436","7923495","7887439","","7884202","7993019","8005981","8125836","8484685","8666252","8663481","8583052","8862292","9090800","9527200","9782900","10047564","10228800","10431300","10435508","10250214","10063025","9751434","9336913","8841004","8350191","7773484","7317813","7041312","6871795","6745016","6922624","7048493","7100950","7202767","7434848","7543632","7790009","",
"Vanuatu","VUT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","18250","18878","18622","19252","19834","20095","20639","21161","21816","22749","23264","22969","","22244","","22897","23856","24060","24634","25000","24471","24952","26267","30179","30472","","","31747","34366","34333","35674","36482","37470","39388","38960","38530","37060","37817","38658","38762","41834","","","44181","","45931","","",
"World","WLD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","401711677.7861","412136087.24806","425795549.1437","448718394.10778","463538299.73454","479328263.42208","491363290.2141","500764667.14839","502740275.80963","512170836.00402","525208052.67893","534035415.155","540842252.39446","544930898.06597","549210544.04319","552155579.33713","560186243.68755","557738487.76148","564811512.65083","571934293.97468","576865183.48599","583052333.98247","589236273.16891","599606868.49881","610810028.51679","624151287.28649","631564487.19255","641216441.95309","651269859.99293","653975255.82862","657127250.87735","654368071.80745","657912171.94575","669135073.06129","683551054.7485","678989735.05776","681383843.70906","689538008.38661","693630804.61191","694828855.58478","697100558.18478","701985005.80793","711322118.12894","719384331.90398","716242254.92323","723319449.72379","740231281.92463","",
"Samoa","WSM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","24462","24976","25761","27408","","28492","28677","29017","28955","29249","28388","27675","26973","26939","","","26921","","","","","","","","26681","27196","27011","27317","27439","27297","28026","29203","30530","31059","31175","30964","30516","30193","","29663","30871","29860","29869","","31352","31998","32629","",
"Kosovo","XKX","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2302787","","2643579","2783371","2950403","3107801","3219564","","","3282457","","3426991","3640590","3684948","3874741","","","3900134","",
"South Africa","ZAF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","3988514","","","","","4635315","","4324747","4141797","4268090","","4480493","4426022","","","","4737367","4920543","5055396","6757600","6951777","7210021","","","7971770","8159430","","8091295","7998945","7935221","7444802","7413415","7465728","7470476","7444142","7314449","7256518","7312258","7231660","7128500","7024368","6957432","7004482","7063849","7195183","7555842","","",
"Zambia","ZMB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","694670","729801","777873","810234","858191","872392","907867","936817","964475","996597","1041938","1073203","1121624","1195149","1266739","1348318","1377516","1391222","1426135","1446847","1461206","1510337","","","1507660","1506349","1516919","","1557260","1555707","1589544","1625647","1731579","","2251357","2572846","2678610","2790312","2909436","2840540","2899131","3030120","3135442","3075161","","","","",
"Zimbabwe","ZWE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","735782","696130","755937","790592","835028","862736","882375","890460","826857","831879","1235036","1714266","1905437","2044029","2130487","2214963","2262071","2248823","2208715","2230881","2116414","2289309","2301642","2430198","","2482508","2493791","2510605","2482436","2460323","2460669","2534796","2399250","2361588","","","","","","","","","2666451","2663187","","","","",
